,emotions,emotions_label,sentence,copy_sentence,word_count,AGE,SEX,COUN,sentence_ut
4083,0.0,joy,"['when', 'my', 'father', 'wa', 'saved', 'from', 'a', 'severe', 'work', 'accident']",When my father was saved from a severe work accident.,10,21.0,1.0,19.0,when my father wa saved from a severe work accident
4084,1.0,fear,"['when', 'i', 'wa', 'a', 'child', 'i', 'hid', 'under', 'the', 'sheet', 'out', 'of', 'fear', 'of', 'darkness']",When I was a child I hid under the sheets out of fear of ÌÁ darkness.,15,21.0,1.0,19.0,when i wa a child i hid under the sheet out of fear of darkness
4085,2.0,anger,"['when', 'i', 'first', 'saw', 'a', 'person', 'begging']",When I first saw a person begging.,7,21.0,1.0,19.0,when i first saw a person begging
4086,3.0,sadness,"['when', 'my', 'basket', 'ball', 'team', 'lost', 'the', 'qualification', 'at', 'a', 'final']",When my basket ball team lost the qualification at a final.,11,21.0,1.0,19.0,when my basket ball team lost the qualification at a final
4087,4.0,disgust,"['when', 'i', 'see', 'rotten', 'meat']",When I see rotten meat.,5,21.0,1.0,19.0,when i see rotten meat
4090,0.0,joy,"['when', 'i', 'got', 'to', 'know', 'that', 'i', 'had', 'passed', 'the', 'university', 'entrance', 'exam', 'i', 'thought', 'that', 'i', 'had', 'done', 'one', 'of', 'the', 'exam', 'badly']",When I got to know that I had passed the university entrance ÌÁ exam.  I thought that I had done one of the exams badly.,24,19.0,1.0,19.0,when i got to know that i had passed the university entrance exam i thought that i had done one of the exam badly
4091,1.0,fear,"['when', 'i', 'wa', 'very', 'young', 'one', 'day', 'i', 'wa', 'in', 'the', 'street', 'with', 'my', 'father', 'and', 'brother', 'while', 'my', 'father', 'wa', 'talking', 'to', 'some', 'friend', 'i', 'saw', 'a', 'dog', 'and', 'began', 'to', 'pat', 'it', 'my', 'father', 'told', 'me', 'sharply', 'to', 'stop', 'doing', 'it', 'because', 'the', 'dog', 'had', 'mange', 'then', 'my', 'brother', 'told', 'me', 'that', 'i', 'would', 'die', 'and', 'i', 'could', 'not', 'stop', 'cry', 'after', 'this']","When I was very young, one day, I was in the street with my ÌÁ father and brother.   While my father was talking to some ÌÁ friends, I saw a dog and began to pat it.  My father told me ÌÁ sharply to stop doing it because the dog had mange.  Then my ÌÁ brother told me that I would die and I could not stop crying ÌÁ after this.",65,19.0,1.0,19.0,when i wa very young one day i wa in the street with my father and brother while my father wa talking to some friend i saw a dog and began to pat it my father told me sharply to stop doing it because the dog had mange then my brother told me that i would die and i could not stop cry after this
4092,2.0,anger,"['we', 'hitch', 'hiked', 'our', 'way', 'back', 'from', 'a', 'town', 'rather', 'drunk', 'we', 'were', 'dropped', 'in', 'another', 'town', 'which', 'wa', 'unknown', 'to', 'u', 'i', 'needed', 'to', 'urinate', 'so', 'i', 'did', 'it', 'on', 'a', 'wall', 'which', 'turned', 'out', 'to', 'belong', 'to', 'the', 'military', 'headquarters', 'they', 'arrested', 'me', 'and', 'made', 'me', 'pay', 'a', 'fine', 'of', '500', 'pt', 'we', 'had', 'to', 'go', 'home', 'on', 'foot', '6', 'km', 'since', 'it', 'wa', 'too', 'late', 'for', 'anyone', 'to', 'give', 'u', 'a', 'lift']","We hitch hiked our way back from a town rather drunk.  We were ÌÁ dropped in another town which was unknown to us.  I needed to ÌÁ urinate, so I did it on a wall which turned out to belong to the ÌÁ military headquarters.  They arrested me and made me pay a fine ÌÁ of 500 pts.  We had to go home on foot (6 km) since it was too ÌÁ late for anyone to give us a lift.",75,19.0,1.0,19.0,we hitch hiked our way back from a town rather drunk we were dropped in another town which wa unknown to u i needed to urinate so i did it on a wall which turned out to belong to the military headquarters they arrested me and made me pay a fine of 500 pt we had to go home on foot 6 km since it wa too late for anyone to give u a lift
4093,3.0,sadness,"['i', 'wa', 'to', 'meet', 'a', 'girl', 'in', 'a', 'discotheque', 'she', 'wa', 'very', 'pretty', 'and', 'i', 'wa', 'very', 'happy', 'but', 'she', 'did', 'not', 'turn', 'up', 'thank', 'god', 'there', 'were', 'some', 'other', 'friend', 'there', 'and', 'i', 'wa', 'able', 'to', 'have', 'a', 'more', 'or', 'le', 'good', 'time']","I was to meet a girl in a discotheque.  She was very pretty and I ÌÁ was very happy.  But she did not turn up.  Thank God, there were ÌÁ some other friends there and I was able to have a more or less ÌÁ good time.",44,19.0,1.0,19.0,i wa to meet a girl in a discotheque she wa very pretty and i wa very happy but she did not turn up thank god there were some other friend there and i wa able to have a more or le good time
4094,4.0,disgust,"['i', 'had', 'a', 'classmate', 'who', 'wa', 'rather', 'stupid', 'i', 'did', 'not', 'like', 'him', 'but', 'i', 'respected', 'him', 'when', 'he', 'tried', 'to', 'talk', 'to', 'someone', 'they', 'would', 'not', 'listen', 'to', 'him', 'and', 'i', 'could', 'not', 'bear', 'seeing', 'this']","I had a class-mate who was rather stupid.  I did not like him ÌÁ but I respected him.  When he tried to talk to someone, they ÌÁ would not listen to him and I could not bear seeing this.",37,19.0,1.0,19.0,i had a classmate who wa rather stupid i did not like him but i respected him when he tried to talk to someone they would not listen to him and i could not bear seeing this
4097,0.0,joy,"['the', 'day', 'some', 'friend', 'of', 'mine', 'and', 'i', 'decided', 'to', 'go', 'to', 'galicia', 'on', 'holiday']",The day some friends of mine and I decided to go to Galicia on ÌÁ holiday.,15,19.0,2.0,19.0,the day some friend of mine and i decided to go to galicia on holiday
4098,1.0,fear,"['before', 'an', 'exam', 'which', 'i', 'finally', 'did', 'not', 'take']","Before an exam which I, finally did not take.",9,19.0,2.0,19.0,before an exam which i finally did not take
4099,2.0,anger,"['at', 'home', 'when', 'they', 'lost', 'three', 'piece', 'of', 'my', 'puzzle']",At home when they lost three pieces of my puzzle.,10,19.0,2.0,19.0,at home when they lost three piece of my puzzle
4100,3.0,sadness,"['when', 'i', 'had', 'an', 'argument', 'with', 'a', 'friend']",When I had an argument with a friend.,8,19.0,2.0,19.0,when i had an argument with a friend
4101,4.0,disgust,"['when', 'i', 'am', 'dirty', 'because', 'i', 'have', 'not', 'had', 'a', 'shower', 'for', 'a', 'few', 'day']",When I am dirty because I have not had a shower for a few days.,15,19.0,2.0,19.0,when i am dirty because i have not had a shower for a few day
4104,0.0,joy,"['a', 'friend', 'of', 'mine', 'told', 'me', 'that', 'i', 'had', 'passed', 'the', 'entrance', 'exam', 'to', 'the', 'university']",A friend of mine told me that I had passed the entrance exam to ÌÁ the university.,16,31.0,2.0,19.0,a friend of mine told me that i had passed the entrance exam to the university
4105,1.0,fear,"['before', 'taking', 'an', 'exam']",Before taking an exam.,4,31.0,2.0,19.0,before taking an exam
4106,2.0,anger,"['my', 'family', 'told', 'me', 'to', 'leave', 'if', 'i', 'wa', 'not', 'willing', 'to', 'accept', 'the', 'condition', 'they', 'imposed', 'on', 'me']",My family told me to leave if I was not willing to accept the ÌÁ conditions they imposed on me.,19,31.0,2.0,19.0,my family told me to leave if i wa not willing to accept the condition they imposed on me
4107,3.0,sadness,"['a', 'friend', 'of', 'mine', 'called', 'me', 'when', 'i', 'wa', 'not', 'at', 'home', 'i', 'phoned', 'her', 'back', 'to', 'know', 'what', 'she', 'wanted', 'and', 'she', 'told', 'me', 'that', 'she', 'had', 'dialled', 'the', 'wrong', 'number']",A friend of mine called me when I was not at home.  I phoned her ÌÁ back to know what she wanted and she told me that she had dialled ÌÁ the wrong number.,32,31.0,2.0,19.0,a friend of mine called me when i wa not at home i phoned her back to know what she wanted and she told me that she had dialled the wrong number
4108,4.0,disgust,"['i', 'had', 'to', 'change', 'a', 'baby', 'clothes', 'for', 'the', 'first', 'time']",I had to change a baby's clothes for the first time.,11,31.0,2.0,19.0,i had to change a baby clothes for the first time
4111,0.0,joy,"['when', 'my', 'brother', 'wa', 'born']",When my brother was born.,5,20.0,2.0,19.0,when my brother wa born
4112,1.0,fear,"['when', 'i', 'almost', 'fell', 'down', 'from', 'some', 'rock', 'because', 'i', 'had', 'been', 'acting', 'foolishly', 'and', 'playing', 'dangerously']",When I almost fell down from some rocks because I had been acting ÌÁ foolishly and playing dangerously.,17,20.0,2.0,19.0,when i almost fell down from some rock because i had been acting foolishly and playing dangerously
4113,2.0,anger,"['once', 'i', 'saw', 'some', 'child', 'hunting', 'a', 'cat', 'to', 'death']",Once I saw some children hunting a cat to death.,10,20.0,2.0,19.0,once i saw some child hunting a cat to death
4114,3.0,sadness,"['the', 'death', 'of', 'a', 'friend']",The death of a friend.,5,20.0,2.0,19.0,the death of a friend
4115,4.0,disgust,"['when', 'i', 'saw', 'a', 'scene', 'on', 'tv', 'where', 'a', 'castration', 'wa', 'shown']",When I saw a scene on T.V where a castration was shown.,12,20.0,2.0,19.0,when i saw a scene on tv where a castration wa shown
4118,0.0,joy,"['when', 'i', 'saw', 'that', 'i', 'had', 'passed', 'the', 'university', 'entrance', 'exam', 'it', 'made', 'me', 'forget', 'all', 'my', 'problem']",When I saw that I had passed the university entrance exam.  It ÌÁ made me forget all my problems.,18,18.0,2.0,19.0,when i saw that i had passed the university entrance exam it made me forget all my problem
4119,1.0,fear,"['when', 'i', 'wa', 'ten', 'i', 'got', 'shut', 'in', 'the', 'school', 'with', 'a', 'friend', 'i', 'had', 'to', 'jump', 'out', 'of', 'a', 'window', 'and', 'cross', 'a', 'beam', '10', 'metre', 'high']",When I was ten I got shut in the school with a friend.  I had to ÌÁ jump out of a window and cross a beam 10 metres high.,28,18.0,2.0,19.0,when i wa ten i got shut in the school with a friend i had to jump out of a window and cross a beam 10 metre high
4120,2.0,anger,"['when', 'i', 'wa', 'told', 'that', 'a', 'boy', 'did', 'not', 'want', 'to', 'be', 'my', 'friend', 'without', 'any', 'apparent', 'reason']",When I was told that a boy did not want to be my friend without ÌÁ any apparent reason.,18,18.0,2.0,19.0,when i wa told that a boy did not want to be my friend without any apparent reason
4121,3.0,sadness,"['when', 'i', 'learnt', 'that', 'a', 'boy', 'i', 'liked', 'had', 'been', 'with', 'a', 'girl', 'for', 'three', 'year']",When I learnt that a boy I liked had been with a girl for three ÌÁ years.,16,18.0,2.0,19.0,when i learnt that a boy i liked had been with a girl for three year
4122,4.0,disgust,"['when', 'a', 'very', 'dirty', 'classmate', 'farted', 'in', 'my', 'presence', 'there', 'wa', 'a', 'terrible', 'smell']",When a very dirty class-mate farted in my  presence.  There was a ÌÁ terrible smell.,14,18.0,2.0,19.0,when a very dirty classmate farted in my presence there wa a terrible smell
4125,0.0,joy,"['when', 'i', 'saw', 'my', '16', 'year', 'old', 'sister', 'at', 'home', 'after', 'having', 'waited', 'for', 'her', 'all', 'night', 'not', 'knowing', 'where', 'she', 'wa']","When I saw my 16 year old sister at home after having waited for ÌÁ her all night, not knowing where she was.",22,21.0,2.0,19.0,when i saw my 16 year old sister at home after having waited for her all night not knowing where she wa
4126,1.0,fear,"['while', 'i', 'wa', 'waiting', 'for', 'them', 'to', 'give', 'me', 'the', 'mark', 'of', 'the', 'most', 'difficult', 'subject', 'this', 'year']",While I was waiting for them to give me the marks of the most ÌÁ difficult subject this year.,18,21.0,2.0,19.0,while i wa waiting for them to give me the mark of the most difficult subject this year
4127,2.0,anger,"['i', 'had', 'an', 'argument', 'with', 'my', 'mother', 'because', 'i', 'criticized', 'the', 'rule', 'she', 'imposes', 'at', 'home', 'which', 'are', 'too', 'rigid', 'and', 'arbitrary', 'for', 'me']","I had an argument with my mother because I criticized the rules ÌÁ she imposes at home, which are too rigid and arbitrary for me.",24,21.0,2.0,19.0,i had an argument with my mother because i criticized the rule she imposes at home which are too rigid and arbitrary for me
4128,3.0,sadness,"['when', 'i', 'learned', 'that', 'a', 'friend', 'of', 'mine', 'had', 'not', 'been', 'speaking', 'to', 'her', 'boyfriend', 'for', 'a', 'week', 'after', 'an', 'argument', 'because', 'of', 'unfounded', 'jealousy']",When I learned that a friend of mine had not been speaking to her ÌÁ boyfriend for a week after an argument because of unfounded ÌÁ jealousy.,25,21.0,2.0,19.0,when i learned that a friend of mine had not been speaking to her boyfriend for a week after an argument because of unfounded jealousy
4129,4.0,disgust,"['on', 'seeing', 'a', 'scene', 'of', 'an', 'accident', 'in', 'a', 'magazine']",On seeing a scene of an accident in a magazine.,10,21.0,2.0,19.0,on seeing a scene of an accident in a magazine
4132,0.0,joy,"['after', 'several', 'day', 'delay', 'in', 'my', 'girlfriend', 'menstration', 'i', 'wa', 'very', 'glad', 'to', 'see', 'that', 'the', 'pregnancy', 'test', 'wa', 'negative']",After several days delay in my girlfriend's menstration I was ÌÁ very glad to see that the pregnancy test was negative.,20,20.0,1.0,19.0,after several day delay in my girlfriend menstration i wa very glad to see that the pregnancy test wa negative
4134,2.0,anger,"['i', 'felt', 'angry', 'when', 'i', 'saw', 'on', 'tv', 'the', 'last', 'slaughter', 'of', 'negro', 'in', 'south', 'africa']",I felt angry when I saw on T.V the last slaughter of negroes in ÌÁ South Africa.,16,20.0,1.0,19.0,i felt angry when i saw on tv the last slaughter of negro in south africa
